Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
d2334549a9665e89ee38cebf72dee8d3bfe42ab8,"fix(envs): take remainder w.r.t. 2 * pi

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b367b287191afad6f128ebea23c2ae6a061a37c1'],False,['raylab\\envs\\industrial_benchmark\\goldstone\\torch\\reward_function.py']
2df41b8f32f650fbebff42245bd053035c6010b2,"fix(flows): properly interleave variables when decoding

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['47a438cce5791c5c3661b1554e07c3cc4082c6cf'],False,['raylab\\modules\\flows\\affine_half.py']
1fd60dcc7e25cef462bc66bb2b70efb8e436a00d,"fix(flows): interleave variables when decoding in CondAffineHalfFlow

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['afdf6b67e04f94c40088c07daeb1628b189815eb'],False,['raylab\\modules\\flows\\cond_affine_half.py']
105e9bf384e687809f363a950d911edc31cbd1f5,"fix(utils): patch failure case with missing activation options

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b842e1a8740fa08d9054b9db2aa331d93a6dbc20'],False,['raylab\\utils\\pytorch.py']
58e9885d3529f9a9f7d267794b37d031d2dede9f,"Merge tag 'v0.4.1' into develop

* Add differentiable model for IndustrialBenchmark
* Add Normalizing Flow modules
* Several bugfixes and improvements","['105e9bf384e687809f363a950d911edc31cbd1f5', '1bd93d94d68267d697eba4eb07cafee9ca3ddf63']",True,[]
973cc2824f6a569f278359dfc2be911e4bb11940,"fix(envs): expand action given sample_shape in IB transition_fn

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['5a1b3aaf5a9bf4ac02a052a061691fc43495d5cc'],False,['raylab\\envs\\industrial_benchmark\\openai_ib.py']
cedfa4a633d7b26d17716f3497ac90ee85d11a23,"Merge tag 'v0.4.2' into develop

* Fix issue with tensor broadcasting in IndustrialBenchmark's transition_fn","['58e9885d3529f9a9f7d267794b37d031d2dede9f', '5ce8256acd87510b1ce357bcce8dac74f64420c2']",True,[]
aff11fec6fcf5095d75eb56ec1f4dc99c9466592,"fix(envs): maker Goldstone reward robust against NaNs

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['cedfa4a633d7b26d17716f3497ac90ee85d11a23'],False,['raylab\\envs\\industrial_benchmark\\goldstone\\torch\\dynamics.py']
70b8794a241aa923973953f353680f37c4c45b7d,"fix(logger): import flatten_dict from updated ray

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['9d1237a23907b685768e9aa2672b09b7e7b24b0b'],False,['raylab\\logger\\csv_logger.py']
46666397849a58823e410bc3afc7be6dc481bc05,"fix(logger): import flatten_dict from updated ray

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['d87409ed130a6d74ce7126def5de5badcf052365'],False,['raylab\\logger\\torch_tensorboard_logger.py']
83501a4dc3309d2fa1bf602d2acebcf5c1162681,"chore: fix ray version requirement

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['aa62cf733401dc8294fc28ed213f1b8bbf1d184a'],False,['setup.py']
e8fc7d5942c66abf401e63d24f5b28afa702d2b9,"chore(envs): update goldstone environment

* fix naming and convention errors
* (wip) change reward function to better match the visualizations in the paper

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['c2712eee48ff0a4fe34e959a188edc9567bc65c8'],False,"['raylab\\envs\\industrial_benchmark\\goldstone\\dynamics.py', 'raylab\\envs\\industrial_benchmark\\goldstone\\environment.py', 'raylab\\envs\\industrial_benchmark\\goldstone\\nlgp.py', 'raylab\\envs\\industrial_benchmark\\goldstone\\reward_function.py', 'raylab\\envs\\industrial_benchmark\\goldstone\\torch\\dynamics.py', 'raylab\\envs\\industrial_benchmark\\ids.py']"
e5c54c8a01e40003dee88060771981b522426fc8,"chore(envs): update Industrial Benchmark

* Fix convention and naming issues
* Set constants as class attributes

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['e8fc7d5942c66abf401e63d24f5b28afa702d2b9'],False,"['raylab\\envs\\industrial_benchmark\\effective_action.py', 'raylab\\envs\\industrial_benchmark\\goldstone\\dynamics.py', 'raylab\\envs\\industrial_benchmark\\goldstone\\environment.py', 'raylab\\envs\\industrial_benchmark\\ids.py', 'raylab\\envs\\industrial_benchmark\\openai_ib.py']"
329813e4641b01f7502ea1c63b7e41f3218a85a1,"fix(scripts): address name errors in log_ib_vars.py

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['dcffa22c62942f422c393956fa0faf4b8b34a4c3'],False,['scripts\\log_ib_vars.py']
cd6e9966214b85dffce45456b27822b9c2ecbf43,"fix(envs): fix import errors

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['fe085b02a900d9cc49ff32c52f22a9133f3e8647'],False,"['raylab\\envs\\cartpole_swingup.py', 'raylab\\envs\\registry.py']"
29023e4237f1cc1df03fff423a68df429e9fc271,"fix(tests): organize tests and fix bugs

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['c00d47eddde8c00ded07fc7fcdeb023c22e2d2d7'],False,"['raylab\\envs\\registry.py', 'tests\\algorithms\\mapo\\test_true_model.py', 'tests\\conftest.py', 'tests\\envs\\conftest.py', 'tests\\envs\\test_cartpole_swingup.py', 'tests\\test_rollout.py', 'tests\\test_worker.py']"
13f236f2ff2d561ea1d0bae9ee5ab37a10fa4ebd,"fix: treat incompatibilities with new Lambda module

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['16c6e35b21de8d11bca9e850caf75dde0b2bef1b'],False,"['raylab\\algorithms\\mapo\\mapo_policy.py', 'raylab\\algorithms\\naf\\naf.py', 'raylab\\algorithms\\svg\\svg_one_policy.py', 'raylab\\modules\\basic\\diag_multivariate_normal_params.py', 'raylab\\modules\\naf_module.py', 'raylab\\modules\\value_function.py', 'tests\\algorithms\\naf\\test_module.py']"
db3a8c83b2447075f943343f66b7fae3d2287d34,"fix: erase TracerWarning in TanhTransform

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ced161d41a82e48ae92cce7b7c5b59a432786003'],False,['raylab\\distributions\\transforms.py']
d156a2e438f598c0da3420ff2722041b14057a29,"fix(tests): correctly pass delay_action fixture

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['0987c21d0b33e94611b16455b11c45e75832c780'],False,"['raylab\\modules\\basic\\state_action_encoder.py', 'tests\\modules\\basic\\test_fully_connected.py']"
a9516b1c6ecaa5c297dd514f557189e83ed22120,"refactor(modules): optimize and fix tests

* Move ExpandVector to its own module
* Fix error in which SVG model's backward pass through scale_diag would fail
* Share fixtures in module scope to accelerate tests
* Rename model.sampler to model.rsample
* Fix error cause by unpacking dictionary values in model tests

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b1041cad55add7e77668dc9f9ba2a335136a5a56'],False,"['raylab\\algorithms\\mapo\\mapo_policy.py', 'raylab\\modules\\basic\\__init__.py', 'raylab\\modules\\basic\\diag_multivariate_normal_params.py', 'raylab\\modules\\basic\\expand_vector.py', 'raylab\\modules\\stochastic_model_mixin.py', 'raylab\\modules\\svg_module.py', 'tests\\conftest.py', 'tests\\modules\\conftest.py', 'tests\\modules\\test_deterministic_actor_mixin.py', 'tests\\modules\\test_stochastic_model_mixin.py', 'tests\\modules\\test_svg_module.py']"
59e842cc8aeb72fe95701a3d7ed001e197c93105,"fix(modules): invert order of transforms in ComposeTransform if reverse

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['56789b195671a90709202b92d4aaee33f0c15027'],False,"['tests\\modules\\distributions\\test_transforms.py', 'tests\\modules\\distributions\\utils.py']"
2dd7e9c710d9331ceb89ef044290a65277abf452,"fix(svg): fix a problem with ReproduceRollout

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ce23935f5a57e61e8cf0148c788e9add75fdb9de'],False,"['raylab\\algorithms\\svg\\rollout_module.py', 'raylab\\algorithms\\svg\\svg_inf_policy.py', 'raylab\\modules\\distributions\\abstract.py']"
dbead7ede5643e70dda14f5d3abafad903e8fd25,"feat(cli): add option to ignore experiments with errors

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8f806da233d1326089896e774471d36b3748c3d5'],False,"['raylab\\cli\\experiment_dashboard.py', 'raylab\\utils\\exp_data.py']"
289240f23a20225b59ee247ac69141b5276829db,"fix(logger): avoid importing Tensorboard when not installed

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['cfad108d1c8c923862e8fb5e8ff7dc28c60c2ec5'],False,['raylab\\logger\\__init__.py']
5042e9f082a04a934ce00e558ec818446dd6dae9,"fix(trpo): use different FIM formulation

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['f6026d6640470c919a032cb3a75c01c641d18413'],False,"['raylab\\algorithms\\trpo\\hf_util.py', 'raylab\\algorithms\\trpo\\trpo.py', 'raylab\\algorithms\\trpo\\trpo_policy.py', 'raylab\\modules\\basic\\categorical_params.py']"
d43760e7d5a0f396266e6875e4c54d7584b9e876,"fix(trpo): stabilize policy gradient through log_prob calculation

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['d667afcdcb780489b3578005c2fdca4903c4ccc5'],False,"['raylab\\algorithms\\trpo\\trpo_policy.py', 'raylab\\modules\\distributions\\normal.py']"
4850f4d0965b1391a52233f309139a504c31e4f8,"fix(cli): use correct Analysis to determine best logdir

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['292aea256e7bb48d86e0edb4b41343489e335238'],False,['raylab\\cli\\best_checkpoint.py']
616b9c31035603224011e1db9f2279f09ede1dae,"refactor(cli): fix warnings in dashboard and clean up

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['4850f4d0965b1391a52233f309139a504c31e4f8'],False,"['raylab\\cli\\experiment_dashboard.py', 'raylab\\utils\\exp_data.py']"
3006e87365e41bea0e91b5ad8af7603e3abf82e8,"fix(modules): use LeafParameter renamed from ExpandVector

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ac7ada0900c98f3022d548d3fc6b9c6ff8e937a4'],False,['raylab\\modules\\basic\\normal_params.py']
3a6beb1e26899ded771f320a2074ef18e0b4ad9a,"fix(cli): remove unnecessary print statement

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8f206e216de9ba747c63ad390a72d39c77981d8a'],False,['raylab\\cli\\experiment_dashboard.py']
ffe05a218d46c13a19bdaab3bc1bf38f59ebba45,"fix(modules): detach samples and subtract log_abs_det_jacobian

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['fe8558fd69438eacea27301f12f2ca8777659851'],False,['raylab\\modules\\distributions\\abstract.py']
c612040108e34976bb58244bed6461f3374f75d7,"fix(modules): use correct change of variables formula

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['3e5d55b42a2485752106fc81d188d58fb77bb4f1'],False,['raylab\\modules\\distributions\\abstract.py']
889fda60d33df76c4995259bbed0ce7369abbb1e,"fix(tests): fix issue with fixture params

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['472ffeff2149a8e441a160a66047760d948b2dad'],False,['tests\\modules\\test_stochastic_actor_mixin.py']
2d7c57eac983bbf942533cd67346b7f84bf263d1,"fix(modules): correctly initialize TRPOTang2018

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1808b1089d362b37558cc7bbccbcb7f7748afb49'],False,['raylab\\modules\\trpo_tang2018.py']
d70f671d25ac5a37ced14895ef1754f53ffa026d,"fix(trpo): stabilize Natural gradient with fixed action samples

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2d7c57eac983bbf942533cd67346b7f84bf263d1'],False,"['raylab\\algorithms\\trpo\\hf_util.py', 'raylab\\algorithms\\trpo\\trpo.py', 'raylab\\algorithms\\trpo\\trpo_policy.py']"
23da265a9b6097ddd56ff87eec28cb3203122c53,"fix(modules): reimplement `mean_action_only` in stochastic actor

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['9117c467da15d5a2eb78d285a46283ffc5490c21'],False,"['raylab\\algorithms\\sac\\sac_policy.py', 'raylab\\algorithms\\svg\\__init__.py', 'raylab\\algorithms\\svg\\svg_base_policy.py', 'raylab\\modules\\stochastic_actor_mixin.py']"
52095caccc071ecb8a83ad4a489abcfc5e302783,"fix(tests): adapt tests to new module defaults

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ee4adbc67a59caa5b2085c0dd3ed95b36755b0da'],False,"['tests\\modules\\test_action_value_mixin.py', 'tests\\modules\\test_stochastic_model_mixin.py', 'tests\\modules\\test_svg_module.py']"
aa100d9a11d9d1280e06f18963bd189f50497933,"fix(algorithms): evaluate on setup and allow unknown subkeys in ""module""

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a287759e482aba89290f8a08ce0cbb531696d61c'],False,['raylab\\algorithms\\trainer.py']
7177d7c30cda16377c5e767dbc9c0b32c09d63b5,"fix(trpo): avoid TRPOModule defaults mixing with other modules

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['82230947e6c6a530a2164e83222db9f53b6e71dd'],False,['raylab\\algorithms\\trpo\\trpo.py']
497aba5e0a68ba2d775e69891ccac6c631847254,"fix(cli): filter NaN values from plots

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2e4e5f6d02ce401f08955be919c34028887dbf06'],False,['raylab\\cli\\experiment_dashboard.py']
c82b1a348889877c2773457ac69996de55ef76f7,"fix(svg): use entropy coefficient in actor and critic losses

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['497aba5e0a68ba2d775e69891ccac6c631847254'],False,"['raylab\\algorithms\\svg\\svg_maxent.py', 'raylab\\algorithms\\svg\\svg_maxent_policy.py']"
6688b6fa024a7a78bacbe8572d4a22d033412e8a,"fix(envs): eagerly pop time limit arguments from env config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['12b4938cd9ebcde2546a8dc57c7a0a4510f84a30'],False,['raylab\\envs\\utils.py']
12ce25d852422922b9199a51f3ff003edb6f3ac7,"fix(utils): return nn.Identity class rather than instance

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['6ba5de38cb26a071316108e6f7134b9d93a8a2b1'],False,['raylab\\utils\\pytorch.py']
ff5804478ab3f6b0d9b543aac88e3873fb9149a7,"fix(flows): call correct methods for forward and inverse

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['12ce25d852422922b9199a51f3ff003edb6f3ac7'],False,['raylab\\modules\\flows\\coupling.py']
126df6f652e5bf9acbc66373eac32c59b47d92d2,"fix(networks): implement proper control flow

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ff5804478ab3f6b0d9b543aac88e3873fb9149a7'],False,"['raylab\\modules\\networks\\mlp.py', 'raylab\\modules\\networks\\resnet.py']"
3034d29edb49794d7c4715898ed4dfa59502b110,"fix(flows): use index_select for proper input splitting

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['126df6f652e5bf9acbc66373eac32c59b47d92d2'],False,['raylab\\modules\\flows\\coupling.py']
ddcd4a6967a03c3646eca95d4a5d9b841b024f14,"feat(cli): add option to plot standard error bars

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['6b59aec5d7b184490f6c905c060f10c3a0c45611'],False,"['raylab\\cli\\experiment_dashboard.py', 'raylab\\cli\\utils.py']"
e536e188f4ece01ce956af559104a872b19a4951,"feat(sac): add fixed entropy coeff

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['3aad7be24c5333b8534ea00e9c26b4ae6bbb3c3b'],False,"['raylab\\algorithms\\sac\\sac.py', 'raylab\\algorithms\\sac\\sac_policy.py', 'raylab\\modules\\off_policy_nfac.py', 'raylab\\modules\\sac_module.py']"
b7f976c168d22cc5632b1d27ed6be14b3ff135a5,"fix(algorithms): sync global vars after train and checkpoint them

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['f1cfdc067d73834fe8821832cc692b5ae72d91e7'],False,['raylab\\algorithms\\trainer.py']
5f3c8f8e203cfb037414007b6457067d5b4d159f,"fix(algorithms): sync global vars after restoring and return train stats

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b799e34810f9b35706d068785fecaca9a04ee2ff'],False,['raylab\\algorithms\\trainer.py']
6af84b42df765e253ce592d2f48ebb9c1c16bc70,"fix(modules): avoid normalizing flow actor and model mixins conflicts

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1eaa5a8414d7fb693ed37dea1911cf07196b1a65'],False,"['raylab\\modules\\mixins\\normalizing_flow_actor_mixin.py', 'raylab\\modules\\mixins\\normalizing_flow_model_mixin.py']"
4339a6e21dc0e3564ab06fcfb08a4c6da3d98fa3,"docs(envs): fix typo in IndustrialBenchmark

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['17182fdbdbca2b5e2f3233277f822ed7de76e0b5'],False,['raylab\\envs\\industrial_benchmark\\openai_ib.py']
30233b2b34b0b6a54cd0bff37eccee1bc0d0c8b7,"fix(algorithms): avoid Trainer running evaluation upon restoring

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['4339a6e21dc0e3564ab06fcfb08a4c6da3d98fa3'],False,['raylab\\algorithms\\trainer.py']
53e296237934138dcf3aed4faca996e2d0abdb0c,"fix(envs): remove faulty logger info in IndustrialBenchmark

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['30233b2b34b0b6a54cd0bff37eccee1bc0d0c8b7'],False,['raylab\\envs\\industrial_benchmark\\openai_ib.py']
17fc20bd30d5a2e8b48db157cdefb3de291f5f28,"fix(sac): avoid gradients accumulating in Alpha

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['892202c4538cdef01df991fe1aca37c2784d74b9'],False,['raylab\\algorithms\\sac\\sac_policy.py']
9f1d86020a528fa42e53de66e49af3ac0ea39d18,"fix(envs): avoid side effects on env_config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['17fc20bd30d5a2e8b48db157cdefb3de291f5f28'],False,['raylab\\envs\\utils.py']
4bf6575900cca45140de015630444f7a15c2502c,"fix(acktr): backpropagate critic gradients

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a29faca53430a84ddd4e78143793ee3eed275bc9'],False,['raylab\\algorithms\\acktr\\acktr_policy.py']
d1406bba18ed4ed2ca618f4dd61ff6c7e34dae82,"fix(cli): avoid pytest running module dashboard

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8930962d4d41f4a8896bd1660a8f54063c8b46bc'],False,"['raylab\\cli\\__init__.py', 'raylab\\cli\\module_dashboard.py']"
8c9e944df44f62acef09f68b6891a97169930617,"fix(svg): avoid gradients accumulating between components

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['4b0730e9a4159df49464b7e6060d0c3e51824368'],False,"['raylab\\algorithms\\svg\\svg_maxent.py', 'raylab\\algorithms\\svg\\svg_maxent_policy.py']"
6752b314345bedadf6c06d7176479e5d822ede47,"fix(utils): ensure outputs are tensors in RandomUniform

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['91d0ff250406bf8c0bb82d546b1a4d32808bff52'],False,['raylab\\utils\\exploration\\random_uniform.py']
ae1a51de8b987cd7443d75f95fda04c65310f2db,"fix(examples): rename MujocoReacher to Reacher-v2

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['fa90f36f80b9e8dd4146fe47fe389042a2230897'],False,['examples\\NAF\\reacher_defaults.py']
5a01fc1e912ef98da84b4fd2be8ce31374ee079f,"fix(naf): separate action-value from state-value critics

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ae1a51de8b987cd7443d75f95fda04c65310f2db'],False,"['raylab\\algorithms\\naf\\naf_policy.py', 'raylab\\modules\\naf_module.py']"
2711f4ffdeb0458407212902a664d0a4b7be8582,"fix(examples): add working defaults for NAF on Reacher-v2

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['20d6fb3ca429758cd3d1bf58a00a790c1d9a6ade'],False,['examples\\NAF\\reacher_defaults.py']
a6a527ce57e8ac6ff9211748d0ab1be5c3f39475,"fix(policy): always merge configs on init

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['86d194f1fa488eecb0d911c4aa6e689bff72652e'],False,['raylab\\policy\\torch_policy.py']
b0e20c2bd0ef218f461d92b8385b08e3b7fe66d9,"test(mapo,naf): fix config fixtures

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a6a527ce57e8ac6ff9211748d0ab1be5c3f39475'],False,"['raylab\\algorithms\\naf\\naf.py', 'tests\\algorithms\\mapo\\test_critic.py', 'tests\\algorithms\\naf\\test_policy.py']"
f6392be2c9d3d40e1fa7cb0327262e4ef1ce2310,"fix(ci): install dependencies explicitly in .travis.yml

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['0225b8de0e9c4654f0ca1da12169347bdc78c764'],False,['.travis.yml']
11a86ac38a1b2460c2a226e95e684263c7aefa11,"fix(envs): resolve float conversion error in _compute_ropt

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['83eff03f25b0df3a4f1e1819fa6427af87cdc529'],False,['raylab\\envs\\industrial_benchmark\\goldstone\\torch\\dynamics.py']
a768e27d46978a1649625f203bcf53aa559e105b,"fix(trpo): correctly log gradient norms

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['11a86ac38a1b2460c2a226e95e684263c7aefa11'],False,['raylab\\algorithms\\trpo\\trpo_policy.py']
13e73115ffcb8877f89a8184f06367ab5160e74c,"fix(envs): add workaround for Mujoco environments in reward registry

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a768e27d46978a1649625f203bcf53aa559e105b'],False,['raylab\\envs\\rewards.py']
00b180a0aff33abe745c55cdaafb84dcba65edc5,"fix(envs): only register environments with installed dependencies

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['13e73115ffcb8877f89a8184f06367ab5160e74c'],False,['raylab\\envs\\registry.py']
713416619e53232eaeb728866b58bc6e031da7be,"Revert ""fix(envs): add workaround for Mujoco environments in reward registry""

This reverts commit 13e73115ffcb8877f89a8184f06367ab5160e74c.",['00b180a0aff33abe745c55cdaafb84dcba65edc5'],False,['raylab\\envs\\rewards.py']
edadc69054b17f5da76c657df75204fbcf2f7725,"refactor(utils): fix deprecation warning on update_polyak

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['713416619e53232eaeb728866b58bc6e031da7be'],False,['raylab\\utils\\pytorch.py']
bd522f1b7fc88e28aaccfaea7d3d2b4c655c4372,"Merge tag 'v0.6.2' into develop

Refactoring and bugfixes","['f8a3d786c6855e9072184d9aa66f64a8dfe39020', '20527a8d9449d8ba51967a4c278022ebcd9ac3fa']",True,[]
e927c57da386b5e8e824685263501bf6f81f2493,"fix(policy): use torch.save()/load() on state dicts

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['e29e06ce38b4bed3b21b1675c535cadfc0acbb52'],False,['raylab\\policy\\torch_policy.py']
8e77df3317f5df15c6ad3af5d247d081c2ee253a,"fix(examples): use ""type"" instead of ""name"" for modules

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2b0fff116a3803dc20e42fc9e6420e778193024e'],False,"['examples\\ACKTR\\cheetah_defaults.py', 'examples\\ACKTR\\mujoco_cheetah_kfac_vs_ekfac.py', 'examples\\ACKTR\\pybullet_reacher.py']"
5a529182d5cfd37efdf1dd92b86a824fa97a26da,"fix(modules): avoid errors with deep_merge in OnPolicyNFAC

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8bf7764f018610e22f2db803b6df31ea562a9b6a'],False,['raylab\\modules\\on_policy_nfac.py']
c75b2cd7a1ad4156b56b1358d832a58dc9d3c3cf,"fix(utils): avoid KeyError when requesting missing evaluation config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['5a529182d5cfd37efdf1dd92b86a824fa97a26da'],False,['raylab\\utils\\checkpoints.py']
1d2df8eecc4818ec3af2b3d05358f0c09fd6d0d9,"fix(kfac): reshape saved inputs and grads

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['c75b2cd7a1ad4156b56b1358d832a58dc9d3c3cf'],False,['raylab\\utils\\kfac.py']
b72762f6e87023fc18bd39293224e575a852fd27,"fix(examples): use new Industrial Benchmark id

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1d2df8eecc4818ec3af2b3d05358f0c09fd6d0d9'],False,"['examples\\BatchRL\\ib_generate_transitions.py', 'examples\\MAPO\\ib_defaults.py', 'examples\\SOP\\ib_defaults.py', 'examples\\SOP\\ib_mdp_vs_pomdp.py', 'examples\\SVG(1)\\ib_defaults.py', 'examples\\SVGMaxEnt\\nfmbrl_ib.py', 'examples\\SoftAC\\ib_miscalibration_only.py']"
2a06c203e18d7dc49e1d84b1ecf7dda4fdee43e5,"fix(examples): use new cartpole swingup id

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['9d2523472e910bb6f4ec021f4dc82c450cac19bc'],False,"['examples\\MAPO\\swingup_defaults.py', 'examples\\NAF\\exploration_experiment.py', 'examples\\PG\\cartpole_defaults.py', 'examples\\SOP\\swingup_defaults.py', 'examples\\SVG(inf)\\cartpole_defaults.py', 'examples\\SoftAC\\swingup_defaults.py', 'examples\\TRPO\\gaussian_swingup.py']"
6081f9997029fba3479fc98ebb92ed5044bd2dfc,"fix(agents): return grad norms as Python scalars

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['cf273562505f563d862f56dabd1cd8a4daf51f8f'],False,"['raylab\\agents\\acktr\\acktr_policy.py', 'raylab\\agents\\mapo\\mapo_policy.py', 'raylab\\agents\\naf\\naf_policy.py', 'raylab\\agents\\sac\\sac_policy.py', 'raylab\\agents\\sop\\sop_policy.py', 'raylab\\agents\\svg\\soft_svg_policy.py', 'raylab\\agents\\svg\\svg_inf_policy.py', 'raylab\\agents\\svg\\svg_one_policy.py', 'raylab\\agents\\trpo\\trpo_policy.py']"
5bd109742b5e79b7ae56f515af9f9da66d38caac,"fix: limit Ray version

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['97bead0c0a22cf9a5ea7aab5237bb8aca8c28402'],False,['setup.py']
48a46f4385837083b6f289a028a33825e5fc634d,"chore(examples): fix TRPO options

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['aa56a4487e7ab81988cce5feb8b50036b42f8a67'],False,"['examples\\TRPO\\cartpole_defaults.py', 'examples\\TRPO\\gaussian_cheetah.py', 'examples\\TRPO\\gaussian_swingup.py', 'examples\\TRPO\\pybullet_walker.py', 'examples\\TRPO\\real_nvp_cheetah.py', 'examples\\TRPO\\real_nvp_swimmer.py', 'examples\\TRPO\\tang_2018_cheetah.py', 'examples\\TRPO\\tang_2018_hopper.py', 'examples\\TRPO\\tang_2018_lander.py']"
fedeb88d3ce9872fcc7a912356597651b7f520ad,"fix(agents): sample learning_starts steps before first update

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['48a46f4385837083b6f289a028a33825e5fc634d'],False,['raylab\\agents\\off_policy.py']
5a971b633e2699a8f53d0eb72f1312fc6f530f80,"fix(agents): support evaluation of deterministic policies

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2c855d3f181abbdf1fd21b5c3d6f00b7dcf61cea'],False,"['raylab\\modules\\naf_module.py', 'raylab\\policy\\action_dist.py', 'tests\\general\\test_trainer.py']"
